State,County,City,Title,Link,Price,Date Time,Location,Organiser,Website Link,Facebook Link,Twitter Link,Instagram Link
New York,Kings,Brooklyn,TIME OUT BEER & WINE FALL FESTIVAL,https://www.eventbrite.com/e/time-out-beer-wine-fall-festival-tickets-714668692297?aff=ebdssbdestsearch,,Saturday • 2:00 PM,"Emily Warren Roebling Plaza (Under The Brooklyn Bridge) 11 Water Street DUMBO Brooklyn, NY 11201",Time Out Market New York,https://www.timeoutmarket.com/newyork/,https://www.facebook.com/timeoutmarketnewyork,,
New Jersey,Hudson,Jersey City,Art Fair 14C  Sensory Friendly Tours,https://www.eventbrite.com/e/art-fair-14c-sensory-friendly-tours-tickets-718228640197?aff=ebdssbdestsearch,,Saturday • 11:00 AM,"CRRNJ Terminal Building 1 Audrey Zapp Drive Jersey City, NJ 07305",Art Fair 14C,http://www.artfair14c.com,https://www.facebook.com/artfair14c,https://www.twitter.com/artfair14c,
New York,New York,New York,Fall Festival,https://www.eventbrite.com/e/fall-festival-tickets-694835861767?aff=ebdssbdestsearch,,"Sat, Oct 21 •  11:00 AM ","Dyckman Farmhouse Museum 4881 Broadway Street New York, NY 10034",Dyckman Farmhouse Museum,,,,
New York,Queens,Corona,National Chemistry Week 2023 - New York Hall of Science,https://www.eventbrite.com/e/national-chemistry-week-2023-new-york-hall-of-science-tickets-694076851547?aff=ebdssbdestsearch,,Sunday • 10:00 AM,"New York Hall of Science 47-01 111th Street Queens, NY 11368",New York ACS Younger Chemist Committee,,,,
New York,New York,New York,Intl Film Festival Manhattan Awards Ceremony 2023,https://www.eventbrite.com/e/intl-film-festival-manhattan-awards-ceremony-2023-tickets-731130098807?aff=ebdssbdestsearch,,Friday • 6:00 PM,"Philippine Center New York 556 5th Avenue New York, NY 10036",Luis Pedron,,https://www.facebook.com/LuisPedron,https://www.twitter.com/IFFMNewYork,
New York,New York,New York,Dia de los Muertos: Afterlife Fiesta,https://www.eventbrite.com/e/dia-de-los-muertos-afterlife-fiesta-tickets-722934756317?aff=ebdssbdestsearch,,"Tue, Oct 24 •  7:30 PM ","El Museo del Barrio 1230 5th Avenue New York, NY 10029",El Museo del Barrio,,https://www.facebook.com/elmuseo,https://www.twitter.com/elmuseo,
New Jersey,Hudson,Hoboken,Howl-O-Ween,https://www.eventbrite.com/e/howl-o-ween-tickets-709437034267?aff=ebdssbdestsearch,,"Sat, Oct 28 •  2:00 PM ","Church Square Park 400 Garden Street Hoboken, NJ 07030",Hoboken Community Center,http://www.hobokencc.org,,https://www.twitter.com/hobcommunityctr,
New York,New York,New York,INDIAN CLASSICAL DANCE & MUSIC,https://www.eventbrite.com/e/indian-classical-dance-music-tickets-695759674917?aff=ebdssbdestsearch,,"Sat, Nov 11 •  5:00 PM ","BALANCE ARTS CENTER 151 West 30th Street 3rd Floor New York, NY 10001",THE INDIA CENTER,,,https://www.twitter.com/@https://,
New Jersey,Hudson,Jersey City,Jersey City Craft Beer Fest,https://www.eventbrite.com/e/jersey-city-craft-beer-fest-tickets-717327775687?aff=ebdssbdestsearch,,"Sat, Oct 21 •  1:00 PM  + 1 more","Harborside Atrium 210 Hudson St Jersey City, NJ 07311",Fest Productions,,https://www.facebook.com/newyorkwinefest,,
New York,Kings,Brooklyn,Fall Fest Atlantic Terminal Mall Plaza,https://www.eventbrite.com/e/fall-fest-atlantic-terminal-mall-plaza-tickets-722216367597?aff=ebdssbdestsearch,,Saturday • 11:00 AM,"Atlantic Terminal Mall 139 Flatbush Avenue Brooklyn, NY 11217",Brooklyn Bridge Parents,https://brooklynbridgeparents.com/,https://www.facebook.com/BrooklynBridgeParents,https://www.twitter.com/bbparents,
New York,New York,New York,Premium Macy’s Thanksgiving Parade Brunch in Columbus Circle 2023 at Marea,https://www.eventbrite.com/e/premium-macys-thanksgiving-parade-brunch-in-columbus-circle-2023-at-marea-tickets-536419273487?aff=ebdssbdestsearch,,"Thu, Nov 23 •  7:45 AM ","Marea Restaurant 240 Central Park South New York, NY 10019",ThanksgivingParade.com,http://www.thanksgivingparade.com,,,
New York,New York,New York,Espooky Mercadito,https://www.eventbrite.com/e/espooky-mercadito-tickets-717510993697?aff=ebdssbdestsearch,,"Thu, Oct 19 •  12:00 PM ","The Harlem Agora 309 East 108th Street New York, NY 10029",kultura dyad,https://www.kulturadyad.com,,,
New Jersey,Hudson,Weehawken,Weehawken Diwali 2023,https://www.eventbrite.com/e/weehawken-diwali-2023-tickets-707093925967?aff=ebdssbdestsearch,,"Sat, Nov 4 •  4:00 PM ","Weehawken High School 53 Liberty Place Weehawken, NJ 07086",Weehawken Desis,,,,
